base_url,parameter_url,parameter_names,content_difference,canonical,indexable,internally_discoverable,search_value,classification,severity
https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator/,https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator?from=italy,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=denmark,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-timeline-estimator/,https://www.expatcopilot.com/netherlands/visa-timeline-estimator?scenario=uk-student,scenario,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands?from=japan,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/document-readiness-checker/,https://www.expatcopilot.com/netherlands/document-readiness-checker?from=philippines,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner/,https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner?from=uae,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=philippines,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=denmark,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=india,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands?from=pakistan,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=indonesia,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands?from=brazil,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=canada,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=philippines,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=italy,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/,https://www.expatcopilot.com/netherlands/moving/tools/document-readiness?from=south-korea,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=argentina,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands?from=france,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=denmark,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator/,https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator?from=ireland,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/living/tools/utilities-services-comparison/,https://www.expatcopilot.com/netherlands/living/tools/utilities-services-comparison?s=eyJwbGFubmVyTW9kZSI6InF1aWNrIiwiY2l0eSI6InJvdHRlcmRhbSIsIm1vdmVTdGFnZSI6Im1vdmluZ19zb29uIiwiaG91c2Vob2xkVHlwZSI6ImNvdXBsZSIsImFkdWx0c0NvdW50IjoyLCJjaGlsZHJlbkNvdW50IjowLCJyZW50ZXJPck93bmVyIjoicmVudGVyIiwidXRpbGl0aWVzSW5jbHVkZWRJblJlbnQiOiJ1bnN1cmUiLCJob3VzaW5nVHlwZSI6ImFwYXJ0bWVudCIsInNpemVCYW5kIjoibWVkaXVtIiwiZW5lcmd5UXVhbGl0eSI6ImF2ZXJhZ2UiLCJoZWF0aW5nIjoiZ2FzIiwiZnVybmlzaGVkIjoidW5mdXJuaXNoZWQiLCJsYW5kbG9yZEJ1aWxkaW5nSW5jbHVkZXNTZXJ2aWNlcyI6InVuc3VyZSIsInVzYWdlTGV2ZWwiOiJhdmVyYWdlIiwiaW50ZXJuZXRUaWVyIjoic3RhbmRhcmQiLCJtb2JpbGVVc2FnZSI6InN0YW5kYXJkIiwibW9iaWxlTGluZXMiOjIsImV2SGVhdnkiOmZhbHNlLCJ3ZmhIZWF2eSI6ZmFsc2UsImluY2x1ZGVJbnRlcm5ldCI6dHJ1ZSwiaW5jbHVkZU1vYmlsZSI6dHJ1ZSwiaW5jbHVkZVR2TWVkaWEiOmZhbHNlLCJpbmNsdWRlQ29udGVudHNJbnN1cmFuY2UiOnRydWUsImluY2x1ZGVMaWFiaWxpdHlJbnN1cmFuY2UiOnRydWUsInByaW9yaXR5IjoiYmFsYW5jZWQiLCJtb3ZpbmdEYXRlTm90ZSI6IiIsInNob3J0VGVybU92ZXJsYXAiOmZhbHNlfQ,s,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=kenya,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator/,https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator?from=norway,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=united-states,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/,https://www.expatcopilot.com/netherlands/moving/tools/document-readiness?from=japan,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/,https://www.expatcopilot.com/netherlands/moving/tools/document-readiness?from=sweden,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=turkey,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=singapore,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=united-kingdom,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner/,https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner?from=norway,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?arrivalStage=arriving-soon&amp;household=kids&amp;startingJobSoon=yes&amp;needsIntegrationAwareness=yes&amp;from=india&amp;needsDrivingSoon=false&amp;housingSituation=temporary&amp;hasBankAccountAlready=false&amp;hasBSNAlready=false&amp;wantsLanguageSupport=true&amp;hasKidsAdminNeeds=true&amp;needsUtilitiesSetup=true,"arrivalStage,amp;household,amp;startingJobSoon,amp;needsIntegrationAwareness,amp;from,amp;needsDrivingSoon,amp;housingSituation,amp;hasBankAccountAlready,amp;hasBSNAlready,amp;wantsLanguageSupport,amp;hasKidsAdminNeeds,amp;needsUtilitiesSetup",not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=singapore,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving-to-netherlands-timeline/,https://www.expatcopilot.com/netherlands/moving-to-netherlands-timeline?from=south-africa,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/,https://www.expatcopilot.com/netherlands/moving/tools/document-readiness?from=canada,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands?from=kenya,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator/,https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator?from=indonesia,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=south-africa,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=new-zealand,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator/,https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator?from=switzerland,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/document-readiness-checker/,https://www.expatcopilot.com/netherlands/document-readiness-checker?from=mexico,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator/,https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator?from=new-zealand,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=pakistan,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=switzerland,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-checker/,https://www.expatcopilot.com/netherlands/visa-checker?scenario=family-work,scenario,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner/,https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner?from=france,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=australia,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=ireland,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=south-korea,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/,https://www.expatcopilot.com/netherlands/moving/tools/document-readiness?from=kenya,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=nigeria,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/,https://www.expatcopilot.com/netherlands/moving/tools/document-readiness?from=united-kingdom,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/document-readiness-checker/,https://www.expatcopilot.com/netherlands/document-readiness-checker?from=japan,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=new-zealand,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-application-plan/,https://www.expatcopilot.com/netherlands/visa-application-plan?scenario=us-entrepreneur-daft,scenario,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?arrivalStage=already-arrived&amp;household=solo&amp;startingJobSoon=no&amp;needsIntegrationAwareness=no&amp;from=united-states&amp;needsDrivingSoon=true&amp;housingSituation=stable-rental&amp;hasBankAccountAlready=true&amp;hasBSNAlready=true&amp;wantsLanguageSupport=false&amp;hasKidsAdminNeeds=false&amp;needsUtilitiesSetup=false,"arrivalStage,amp;household,amp;startingJobSoon,amp;needsIntegrationAwareness,amp;from,amp;needsDrivingSoon,amp;housingSituation,amp;hasBankAccountAlready,amp;hasBSNAlready,amp;wantsLanguageSupport,amp;hasKidsAdminNeeds,amp;needsUtilitiesSetup",not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=germany,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=mexico,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner/,https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner?from=turkey,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/document-readiness-checker/,https://www.expatcopilot.com/netherlands/document-readiness-checker?from=nigeria,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?scenario=uk-student,scenario,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner/,https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner?from=new-zealand,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/living/tools/utilities-services-comparison/,https://www.expatcopilot.com/netherlands/living/tools/utilities-services-comparison?s=eyJwbGFubmVyTW9kZSI6ImRldGFpbGVkIiwiY2l0eSI6ImFtc3RlcmRhbSIsIm1vdmVTdGFnZSI6Im1vdmluZ19zb29uIiwiaG91c2Vob2xkVHlwZSI6ImNvdXBsZSIsImFkdWx0c0NvdW50IjoyLCJjaGlsZHJlbkNvdW50IjowLCJyZW50ZXJPck93bmVyIjoicmVudGVyIiwidXRpbGl0aWVzSW5jbHVkZWRJblJlbnQiOiJubyIsImhvdXNpbmdUeXBlIjoiYXBhcnRtZW50Iiwic2l6ZUJhbmQiOiJtZWRpdW0iLCJlbmVyZ3lRdWFsaXR5IjoiZWZmaWNpZW50IiwiaGVhdGluZyI6ImdhcyIsImZ1cm5pc2hlZCI6InVuZnVybmlzaGVkIiwibGFuZGxvcmRCdWlsZGluZ0luY2x1ZGVzU2VydmljZXMiOiJubyIsInVzYWdlTGV2ZWwiOiJhdmVyYWdlIiwiaW50ZXJuZXRUaWVyIjoic3RhbmRhcmQiLCJtb2JpbGVVc2FnZSI6InN0YW5kYXJkIiwibW9iaWxlTGluZXMiOjIsImV2SGVhdnkiOmZhbHNlLCJ3ZmhIZWF2eSI6ZmFsc2UsImluY2x1ZGVJbnRlcm5ldCI6dHJ1ZSwiaW5jbHVkZU1vYmlsZSI6dHJ1ZSwiaW5jbHVkZVR2TWVkaWEiOmZhbHNlLCJpbmNsdWRlQ29udGVudHNJbnN1cmFuY2UiOnRydWUsImluY2x1ZGVMaWFiaWxpdHlJbnN1cmFuY2UiOnRydWUsInByaW9yaXR5IjoiYmFsYW5jZWQiLCJtb3ZpbmdEYXRlTm90ZSI6IiIsInNob3J0VGVybU92ZXJsYXAiOmZhbHNlfQ,s,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=japan,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=sweden,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/,https://www.expatcopilot.com/netherlands/moving/tools/document-readiness?from=norway,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/,https://www.expatcopilot.com/netherlands/moving/tools/document-readiness?from=pakistan,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-checker/,https://www.expatcopilot.com/netherlands/visa-checker?scenario=us-daft,scenario,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/document-readiness-checker/,https://www.expatcopilot.com/netherlands/document-readiness-checker?from=south-korea,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-timeline-estimator/,https://www.expatcopilot.com/netherlands/visa-timeline-estimator?scenario=south-african-partner,scenario,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator/,https://www.expatcopilot.com/netherlands/moving/tools/relocation-cost-estimator?from=denmark,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=south-africa,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/first-30-days-netherlands/,https://www.expatcopilot.com/netherlands/first-30-days-netherlands?from=south-africa,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=canada,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?from=turkey,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=united-kingdom,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner/,https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner?from=argentina,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/,https://www.expatcopilot.com/netherlands/moving/tools/first-90-days?from=india,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-application-plan/,https://www.expatcopilot.com/netherlands/visa-application-plan?scenario=solo-self-employed,scenario,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands?from=canada,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/visa-cost-calculator/,https://www.expatcopilot.com/netherlands/visa-cost-calculator?scenario=couple-blue-card-vs-hsm,scenario,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner/,https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner?from=united-states,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner/,https://www.expatcopilot.com/netherlands/moving/tools/arrival-planner?from=india,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist/,https://www.expatcopilot.com/netherlands/moving/tools/moving-checklist?from=uae,from,not_fetched,,unknown,yes_html_crawl,low,DISCOVERED_PARAM_LINK,P3
