url,cluster,orphan,near_orphan,contextual_inlinks,href_inlinks,navigation_inlinks,sitewide_or_nav_target,explore_block,related_content_listed,crawl_depth_home,crawl_depth_hub,parent_hub,intent,severity,notes
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/chile/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/denmark/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/france/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/germany/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/india/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/indonesia/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/ireland/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/italy/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/japan/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/kenya/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/mexico/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/new-zealand/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/nigeria/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P0,orphan: no internal inlinks in crawl graph; weak logical hub relationship; URL 404 in production despite sitemap; no_anchor_samples; hub_relationship=weak_or_missing_hub_link
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/norway/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/pakistan/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/philippines/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P0,orphan: no internal inlinks in crawl graph; weak logical hub relationship; URL 404 in production despite sitemap; no_anchor_samples; hub_relationship=weak_or_missing_hub_link
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/singapore/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/south-africa/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/south-korea/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/spain/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/sweden/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/switzerland/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/turkey/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/uae/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/united-kingdom/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/document-readiness/from/united-states/,moving,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/moving-to-the-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=7; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/argentina/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/australia/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/brazil/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/canada/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/chile/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/denmark/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/france/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/germany/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/india/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/indonesia/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/ireland/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/italy/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/japan/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
https://www.expatcopilot.com/netherlands/moving/tools/first-90-days/from/kenya/,first_90_days,yes,no,0,0,0,no,no,no,,,https://www.expatcopilot.com/netherlands/after-arriving-netherlands/,INDEXABLE,P1,orphan: no internal inlinks in crawl graph; outlinks_to_redirects=1; outlinks_to_404=2; no_anchor_samples; hub_relationship=links_to_parent_hub
