url,route_pattern,page_type,content_source,status,production_http_status,indexability_intent,robots_directive,canonical,canonical_http_status,in_sitemap,linked_from_navigation,internal_inlinks,internal_outlinks,published,publish_date,updated_date,staged,intent_source,notes
https://www.expatcopilot.com/netherlands/cities/cheapest-cities-for-expats/,/netherlands/cities/cheapest-cities-for-expats,city_page,app_router:app/netherlands/cities/cheapest-cities-for-expats/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/cities/cheapest-cities-for-expats/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/cities/compare/,/netherlands/cities/compare,city_page,app_router:app/netherlands/cities/compare/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/cities/compare/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/citizenship/dutch-citizenship/,/netherlands/moving/guides/[slug],moving_guide,moving/registry.json:dutch-citizenship-netherlands,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/citizenship/dutch-citizenship/,,yes,no,,,conditional,2026-08-30,,no,prod_sitemap+SCHEDULED_GUIDES+moving_registry,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Dutch citizenship for expats""; publishDate=2026-08-30; as_of=2026-09-06 past/live; moving guide publish=undefined; status="
https://www.expatcopilot.com/netherlands/citizenship/naturalisation/,/netherlands/citizenship/naturalisation,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/citizenship/dutch-citizenship/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/citizenship/dutch-citizenship/; permanent redirect → /netherlands/citizenship/dutch-citizenship/
https://www.expatcopilot.com/netherlands/citizenship/naturalization/,/netherlands/citizenship/naturalization,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/citizenship/dutch-citizenship/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/citizenship/dutch-citizenship/; permanent redirect → /netherlands/citizenship/dutch-citizenship/
https://www.expatcopilot.com/netherlands/citizenship/permanent-residence/,/netherlands/moving/guides/[slug],moving_guide,moving/registry.json:permanent-residence-netherlands,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/citizenship/permanent-residence/,,yes,no,,,conditional,2026-08-30,,no,prod_sitemap+SCHEDULED_GUIDES+moving_registry,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Permanent residence in the Netherlands""; publishDate=2026-08-30; as_of=2026-09-06 past/live; moving guide publish=undefined; status="
https://www.expatcopilot.com/netherlands/citizenship/tools/,/netherlands/citizenship/tools,tool_calculator,app_router:app/netherlands/citizenship/tools/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/citizenship/tools/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/citizenship/tools/dual-citizenship-awareness-tool/,/netherlands/citizenship/tools/dual-citizenship-awareness-tool,tool_calculator,tools/registry.json:dual-citizenship-awareness-tool,live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/citizenship/tools/dual-citizenship-awareness-tool/,,yes,no,,,yes,,,no,prod_sitemap+tools_registry,Present in production /sitemap.xml as of audit fetch; tool status=live; title=Dual Citizenship Awareness Tool
https://www.expatcopilot.com/netherlands/citizenship/tools/dutch-citizenship-timeline-calculator/,/netherlands/citizenship/tools/dutch-citizenship-timeline-calculator,tool_calculator,tools/registry.json:dutch-citizenship-timeline-calculator,live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/citizenship/tools/dutch-citizenship-timeline-calculator/,,yes,no,,,yes,,,no,prod_sitemap+tools_registry,Present in production /sitemap.xml as of audit fetch; tool status=live; title=Dutch Citizenship Timeline Calculator
https://www.expatcopilot.com/netherlands/citizenship/tools/permanent-residence-eligibility-calculator/,/netherlands/citizenship/tools/permanent-residence-eligibility-calculator,tool_calculator,tools/registry.json:permanent-residence-eligibility-calculator,live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/citizenship/tools/permanent-residence-eligibility-calculator/,,yes,no,,,yes,,,no,prod_sitemap+tools_registry,Present in production /sitemap.xml as of audit fetch; tool status=live; title=Permanent Residence Eligibility Calculator
https://www.expatcopilot.com/netherlands/cost-of-living-calculator/,/netherlands/cost-of-living-calculator,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/money/tools/cost-of-living-calculator/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/money/tools/cost-of-living-calculator/; permanent redirect → /netherlands/money/tools/cost-of-living-calculator/
https://www.expatcopilot.com/netherlands/culture/,/netherlands/culture,guide,app_router:app/netherlands/culture/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/communication-style/,/netherlands/culture/communication-style,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/communication-style/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/dating-in-the-netherlands/,/netherlands/culture/dating-in-the-netherlands,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/dating-in-the-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/dating-in-the-netherlands/; permanent redirect → /netherlands/life/dating-in-the-netherlands/
https://www.expatcopilot.com/netherlands/culture/dutch-birthday-traditions/,/netherlands/culture/dutch-birthday-traditions,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/dutch-birthday-traditions/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/dutch-birthday-traditions/; permanent redirect → /netherlands/life/dutch-birthday-traditions/
https://www.expatcopilot.com/netherlands/culture/dutch-culture/,/netherlands/culture/dutch-culture,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/dutch-culture/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/dutch-culture/; permanent redirect → /netherlands/life/dutch-culture/
https://www.expatcopilot.com/netherlands/culture/dutch-directness-at-work/,/netherlands/culture/dutch-directness-at-work,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/jobs/dutch-directness-at-work/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/jobs/dutch-directness-at-work/; permanent redirect → /netherlands/jobs/dutch-directness-at-work/
https://www.expatcopilot.com/netherlands/culture/dutch-etiquette/,/netherlands/culture/dutch-etiquette,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/dutch-etiquette/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/dutch-etiquette/; permanent redirect → /netherlands/life/dutch-etiquette/
https://www.expatcopilot.com/netherlands/culture/dutch-holidays-and-traditions/,/netherlands/culture/dutch-holidays-and-traditions,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/dutch-holidays-and-traditions/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/dutch-holidays-and-traditions/; permanent redirect → /netherlands/life/dutch-holidays-and-traditions/
https://www.expatcopilot.com/netherlands/culture/dutch-humour/,/netherlands/culture/dutch-humour,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/dutch-humour/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/dutch-humour/; permanent redirect → /netherlands/life/dutch-humour/
https://www.expatcopilot.com/netherlands/culture/dutch-language-basics/,/netherlands/culture/dutch-language-basics,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/dutch-language-basics/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/dutch-social-calendar/,/netherlands/culture/dutch-social-calendar,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/dutch-social-calendar/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/dutch-social-norms/,/netherlands/culture/dutch-social-norms,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/dutch-social-norms/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/dutch-social-norms/; permanent redirect → /netherlands/life/dutch-social-norms/
https://www.expatcopilot.com/netherlands/culture/dutch-traditions/,/netherlands/culture/dutch-traditions,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/dutch-traditions/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/dutch-workplace-culture/,/netherlands/culture/dutch-workplace-culture,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/jobs/dutch-workplace-culture/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/jobs/dutch-workplace-culture/; permanent redirect → /netherlands/jobs/dutch-workplace-culture/
https://www.expatcopilot.com/netherlands/culture/family-and-school-culture/,/netherlands/culture/family-and-school-culture,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/family-and-school-culture/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/health-system-culture-basics/,/netherlands/culture/health-system-culture-basics,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/health-system-culture-basics/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/hierarchy-and-flatness/,/netherlands/culture/hierarchy-and-flatness,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/hierarchy-and-flatness/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/inburgering-exams/,/netherlands/culture/inburgering-exams,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/integration/inburgering/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/integration/inburgering/; permanent redirect → /netherlands/integration/inburgering/
https://www.expatcopilot.com/netherlands/culture/invitations-and-planning/,/netherlands/culture/invitations-and-planning,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/invitations-and-planning/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/kings-day/,/netherlands/culture/kings-day,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/kings-day/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/learning-dutch/,/netherlands/culture/learning-dutch,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/learning-dutch/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/making-dutch-friends/,/netherlands/culture/making-dutch-friends,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/making-dutch-friends/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/making-dutch-friends/; permanent redirect → /netherlands/life/making-dutch-friends/
https://www.expatcopilot.com/netherlands/culture/meetings-and-consensus/,/netherlands/culture/meetings-and-consensus,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/meetings-and-consensus/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/national-holidays/,/netherlands/culture/national-holidays,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/national-holidays/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/practice-scenarios/,/netherlands/culture/practice-scenarios,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/practice-scenarios/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/sinterklaas/,/netherlands/culture/sinterklaas,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/sinterklaas/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/time-and-boundaries/,/netherlands/culture/time-and-boundaries,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/time-and-boundaries/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/what-feels-normal-in-dutch-daily-life/,/netherlands/culture/what-feels-normal-in-dutch-daily-life,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/what-feels-normal-in-dutch-daily-life/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/culture/written-follow-ups/,/netherlands/culture/written-follow-ups,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/culture/written-follow-ups/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/delft/,/netherlands/delft,city_page,app_router:app/netherlands/delft/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/delft/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/digid-awareness/,/netherlands/moving/guides/[slug],moving_guide,moving/registry.json:digid-awareness,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/digid-awareness/,,yes,no,,,conditional,,,no,prod_sitemap+moving_registry,Present in production /sitemap.xml as of audit fetch; moving guide publish=undefined; status=
https://www.expatcopilot.com/netherlands/document-legalization-netherlands/,/netherlands/moving/guides/[slug],moving_guide,moving/registry.json:document-legalization-netherlands,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/document-legalization-netherlands/,,yes,no,,,conditional,,,no,prod_sitemap+moving_registry,Present in production /sitemap.xml as of audit fetch; moving guide publish=undefined; status=
https://www.expatcopilot.com/netherlands/document-readiness-checker/,/netherlands/document-readiness-checker,tool_calculator,tools/registry.json:document-readiness,live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/document-readiness-checker/,,yes,no,,,yes,,,no,prod_sitemap+tools_registry,Present in production /sitemap.xml as of audit fetch; tool status=live; title=Document Readiness Checker
https://www.expatcopilot.com/netherlands/document-translation-netherlands/,/netherlands/moving/guides/[slug],moving_guide,moving/registry.json:document-translation-netherlands,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/document-translation-netherlands/,,yes,no,,,conditional,,,no,prod_sitemap+moving_registry,Present in production /sitemap.xml as of audit fetch; moving guide publish=undefined; status=
