path,first_status,location,edge_count,known
/netherlands/moving-to-netherlands-from,200,,63,True
/netherlands/visa/dutch-american-friendship-treaty,200,,63,True
/netherlands/amstelveen,200,,63,True
/netherlands/culture,200,,62,True
/netherlands/integration/inburgering,200,,62,True
/netherlands/money/banking/types-of-accounts,200,,62,True
/netherlands/living/language,200,,61,True
/netherlands/breda,200,,60,True
/netherlands/moving/status-changes,200,,59,True
/netherlands/jobs/expat-salary-netherlands,200,,58,True
/netherlands/work/tools/employment-contract-risk-scanner,200,,57,True
/netherlands/eu-vs-non-eu-moving-to-netherlands,200,,56,True
/netherlands/work/tools/employment-type-scenario-tool,200,,55,True
/netherlands/moving/changing-jobs-netherlands,200,,54,True
/netherlands/tools/banking-cost-estimator,200,,54,True
/netherlands/living/buying-a-car-netherlands,200,,54,True
/netherlands/moving/layoffs-netherlands,200,,53,True
/netherlands/moving-checklist-netherlands,200,,53,True
/netherlands/cities/cheapest-cities-for-expats,200,,52,True
/netherlands/maastricht,200,,52,True
/netherlands/practical-life/municipality-services-netherlands,200,,52,True
/netherlands/taxes/healthcare-allowance-netherlands,200,,51,True
/netherlands/life/dutch-culture,200,,51,True
/netherlands/health/gp-netherlands,200,,51,True
/netherlands/services/financial-advisors,200,,51,True
/netherlands/health/emergency-healthcare-netherlands,200,,50,True
/netherlands/taxes/tools,200,,50,True
/netherlands/practical-life/parking-and-local-permits-netherlands,200,,50,True
/netherlands/jobs/dutch-workplace-culture,200,,50,True
/netherlands/living/tools/utilities-services-comparison,200,,50,True
/netherlands/moving-to-netherlands-with-kids,200,,49,True
/netherlands/jobs/employment-contract-netherlands,200,,48,True
/netherlands/citizenship/permanent-residence,200,,45,True
/netherlands/money/banking/international-transfers,200,,45,True
/netherlands/health/hospitals-netherlands,200,,45,True
/netherlands/money/taxes/tax-advisors,200,,44,True
/netherlands/life/dutch-etiquette,200,,43,True
/netherlands/moving-to-netherlands-with-family,200,,43,True
/netherlands/money/tools,200,,43,True
/netherlands/moving/twv-work-permit,200,,43,True
/netherlands/culture/learning-dutch,200,,42,True
/netherlands/health/pharmacies-netherlands,200,,42,True
/netherlands/visa-application-plan,200,,42,True
/netherlands/education/daycare-netherlands,200,,42,True
/netherlands/living/shopping-groceries,200,,41,True
/netherlands/life/dutch-social-norms,200,,40,True
/netherlands/moving/resigning-job-netherlands,200,,40,True
/netherlands/visa-timeline-estimator,200,,39,True
/netherlands/living/car-insurance-netherlands,200,,39,True
/netherlands/arnhem,200,,39,True
/netherlands/money/banking/security,200,,39,True
/netherlands/living/emergencies-safety,200,,39,True
/netherlands/life/community-basics-netherlands,200,,38,True
/netherlands/education/international-schools-netherlands,200,,38,True
/netherlands/digid-awareness,200,,38,True
/netherlands/living/driving-licence-exchange-netherlands,200,,38,True
/netherlands/taxes/payroll-tax-netherlands,200,,38,True
/netherlands/housing/buying-a-house-netherlands,200,,37,True
/netherlands/taxes/childcare-allowance-netherlands,200,,36,True
/netherlands/visa-documents-netherlands,308,/netherlands/document-readiness-checker,35,False
/netherlands/living/car-sharing-netherlands,200,,35,True
/netherlands/jobs/employee-benefits-netherlands,200,,34,True
/netherlands/living/ov-chipkaart-netherlands,200,,34,True
/netherlands/cities/best-cities-for-international-professionals,200,,34,True
/netherlands/money/banking/account-rejection,200,,34,True
/netherlands/living/lease-cars-netherlands,200,,33,True
/netherlands/first-60-days-netherlands,200,,33,True
/netherlands/tilburg,200,,33,True
/netherlands/moving-documents-checklist,308,/netherlands/document-readiness-checker,32,False
/netherlands/living/electric-vehicles-netherlands,200,,32,True
/netherlands/taxes/foreign-income-netherlands,200,,32,True
/netherlands/citizenship/dutch-citizenship,200,,32,True
/netherlands/health/maternity-care-netherlands,200,,32,True
/netherlands/practical-life/registering-your-address-netherlands,200,,32,True
/netherlands/money/banking/debit-cards,200,,32,True
/netherlands/taxes/average-salary-netherlands,200,,32,True
/netherlands/money/banking/cheapest-accounts,200,,32,True
/netherlands/jobs/salary-negotiation-netherlands,200,,31,True
/netherlands/cities/amsterdam-vs-rotterdam,200,,30,True
/netherlands/moving-to-netherlands-timeline,200,,30,True
/netherlands/living/road-tax-netherlands,200,,30,True
/netherlands/housing/mortgages-netherlands-expats,200,,30,True
/netherlands/family/parenting-netherlands,200,,29,True
/netherlands/business/zzp-netherlands,200,,29,True
/netherlands/services/highly-skilled-migrant-sponsors,200,,29,True
/netherlands/housing/housing-costs-netherlands,200,,28,True
/netherlands/education/dutch-schools-netherlands,200,,28,True
/netherlands/health,200,,28,True
/netherlands/money,200,,27,True
/netherlands/living/ovpay-netherlands,200,,27,True
/netherlands/moving/tools,200,,27,True
/netherlands/living/mot-apk-netherlands,200,,26,True
/netherlands/nijmegen,200,,26,True
/netherlands/family/family-activities-netherlands,200,,26,True
/netherlands/health/health-insurance-comparison-netherlands,200,,26,True
/netherlands/family/child-benefits-netherlands,200,,26,True
/netherlands/move-to-netherlands-without-job,200,,26,True
/netherlands/jobs/freelancing-netherlands,200,,26,True
/netherlands/moving/moving-to-netherlands-from/united-states,200,,25,True
/netherlands/moving/moving-to-netherlands-from/south-africa,200,,25,True
/netherlands/money/banking/cash-vs-card,200,,25,True
/netherlands/services/mortgage-advisors,200,,25,True
/netherlands/bringing-pets-to-netherlands,200,,25,True
/netherlands/living/ns-trains-netherlands,200,,24,True
/netherlands/jobs/pension-netherlands-expats,200,,24,True
/netherlands/education,200,,24,True
/netherlands/services/insurance-providers,200,,24,True
/netherlands/services/startup-visa-advisors,200,,24,True
/netherlands/taxes/leaving-netherlands-tax,200,,23,True
/netherlands/health/prescriptions-netherlands,200,,23,True
/netherlands/housing/tools,200,,23,True
/netherlands/living/speed-cameras-netherlands,200,,23,True
/netherlands/moving/moving-to-netherlands-from/india,200,,23,True
/netherlands/living/weather,200,,22,True
/netherlands/practical-life/digid-netherlands,200,,22,True
/netherlands/housing/rental-contracts-and-deposits-netherlands,200,,21,True
/netherlands/moving/moving-to-netherlands-from/united-kingdom,200,,21,True
/netherlands/work/tools,200,,21,True
/netherlands/money/monthly-budget-netherlands,200,,21,True
/netherlands/services/recruitment-agencies,404,,20,False
/netherlands/taxes/double-taxation-netherlands,200,,20,True
/netherlands/health/mental-healthcare-netherlands,200,,20,True
/netherlands/best/relocation-for-expats,200,,19,False
/netherlands/housing/buy-vs-rent-netherlands,200,,19,True
/netherlands/tools/transfer-cost-calculator,200,,19,True
/netherlands/living/payments,200,,19,True
/netherlands/health/physiotherapy-netherlands,200,,19,True
/netherlands/life/making-dutch-friends,200,,19,True
/netherlands/services/accountants,404,,18,False
/netherlands/taxes/bonus-tax-netherlands,200,,18,True
/netherlands/shipping-household-goods-netherlands,200,,18,True
/netherlands/health/dentists-netherlands,200,,17,True
/netherlands/practical-life/government-portals-netherlands,200,,17,True
/netherlands/life/dating-in-the-netherlands,200,,17,True
/netherlands/money/banking/credit-cards,200,,17,True
/netherlands/taxes/property-tax-netherlands,200,,17,True
/netherlands/money/banking/wise-vs-revolut,200,,16,True
/netherlands/services/mobile-connectivity,200,,16,True
/netherlands/jobs/employee-rights-netherlands,200,,16,True
/netherlands/family/tools,200,,16,True
/netherlands/moving/tools/moving-checklist/from/united-states,200,,15,True
/netherlands/moving/tools/moving-checklist/from/south-africa,200,,15,True
/netherlands/moving/tools/moving-checklist/from/united-kingdom,200,,15,True
/netherlands/jobs/dutch-directness-at-work,200,,15,True
/netherlands/jobs/holiday-allowance-netherlands,200,,15,True
/netherlands/moving/tools/moving-checklist/from/india,200,,15,True
/netherlands/money/saving-money-netherlands,200,,15,True
/netherlands/jobs/starting-consultancy-netherlands,404,,14,False
/netherlands/language-learning,200,,14,False
/netherlands/register-address-netherlands,308,/netherlands/practical-life/registering-your-address-netherlands,14,False
/netherlands/utilities/internet-and-mobile-netherlands,200,,14,True
/netherlands/randstad,200,,14,True
/netherlands/family/giving-birth-netherlands,200,,14,True
/netherlands/living,308,/netherlands/living/survival-guide,13,False
/netherlands/renting-in-the-netherlands,200,,13,False
/netherlands/life/dutch-birthday-traditions,200,,13,True
/netherlands/business/starting-a-business-netherlands,200,,13,True
/netherlands/education/after-school-care-netherlands,200,,13,True
/netherlands/life/dutch-holidays-and-traditions,200,,13,True
/netherlands/family/pregnancy-netherlands,200,,13,True
/netherlands/living/bike-sharing-netherlands,404,,12,False
/netherlands/services/business-consultants,404,,12,False
/netherlands/services/insurance-brokers,404,,12,False
/netherlands/living/rental-market,200,,12,True
/netherlands/taxes/rent-allowance-netherlands,200,,12,True
/netherlands/utilities/energy-and-water-netherlands,200,,12,True
/netherlands/services/career-coaches,404,,11,False
/netherlands/leaving/tools/exit-readiness-checker,200,,11,True
/netherlands/moving/moving-to-netherlands-from/italy,200,,11,True
/netherlands/moving/moving-to-netherlands-from/germany,200,,11,True
/netherlands/moving/moving-to-netherlands-from/denmark,200,,11,True
/netherlands/moving/moving-to-netherlands-from/norway,200,,11,True
/netherlands/moving/moving-to-netherlands-from/canada,200,,11,True
/netherlands/moving/moving-to-netherlands-from/sweden,200,,11,True
/netherlands/moving/moving-to-netherlands-from/spain,200,,11,True
/netherlands/moving/moving-to-netherlands-from/france,200,,11,True
/netherlands/money/banking/best-bank-zzp,200,,11,True
/netherlands/moving/moving-to-netherlands-from/switzerland,200,,11,True
/netherlands/living/utilities,308,/netherlands/utilities/utilities-netherlands,10,False
/netherlands/work/working-in-netherlands,200,,10,False
/netherlands/moving/moving-to-netherlands-from/japan,200,,10,True
/netherlands/moving/moving-to-netherlands-from/singapore,200,,10,True
/netherlands/moving/moving-to-netherlands-from/australia,200,,10,True
/netherlands/moving/moving-to-netherlands-from/kenya,200,,10,True
/netherlands/moving/moving-to-netherlands-from/turkey,200,,10,True
/netherlands/taxes/taxes-after-moving-netherlands,200,,10,True
/netherlands/moving/moving-to-netherlands-from/new-zealand,200,,10,True
/netherlands/moving/moving-to-netherlands-from/mexico,200,,10,True
/netherlands/moving/moving-to-netherlands-from/ireland,200,,10,True
/netherlands/moving/moving-to-netherlands-from/indonesia,200,,10,True
/netherlands/moving/moving-to-netherlands-from/uae,200,,10,True
/netherlands/moving/moving-to-netherlands-from/argentina,200,,10,True
/netherlands/jobs/contractor-vs-employee-netherlands,200,,10,True
/netherlands/moving/moving-to-netherlands-from/brazil,200,,10,True
/netherlands/moving/moving-to-netherlands-from/south-korea,200,,10,True
/netherlands/moving-to-netherlands-with-partner,200,,10,True
/netherlands/moving/moving-to-netherlands-from/pakistan,200,,10,True
/netherlands/moving/moving-to-netherlands-from/chile,200,,10,True
/netherlands/living/cycling-netherlands,404,,9,False
/netherlands/living/trams-netherlands,404,,9,False
/netherlands/moving/tools/moving-checklist/from/france,200,,9,True
/netherlands/moving/tools/moving-checklist/from/brazil,200,,9,True
/netherlands/moving/tools/moving-checklist/from/germany,200,,9,True
/netherlands/moving/tools/moving-checklist/from/norway,200,,9,True
/netherlands/moving/tools/moving-checklist/from/uae,200,,9,True
/netherlands/moving/tools/moving-checklist/from/canada,200,,9,True
/netherlands/moving/tools/moving-checklist/from/pakistan,200,,9,True
/netherlands/moving/tools/moving-checklist/from/new-zealand,200,,9,True
/netherlands/moving/tools/moving-checklist/from/japan,200,,9,True
/netherlands/moving/tools/moving-checklist/from/spain,200,,9,True
/netherlands/moving/tools/moving-checklist/from/singapore,200,,9,True
/netherlands/moving/tools/moving-checklist/from/kenya,200,,9,True
/netherlands/moving/tools/moving-checklist/from/denmark,200,,9,True
/netherlands/moving/tools/moving-checklist/from/indonesia,200,,9,True
/netherlands/leaving,200,,9,True
/netherlands/moving/tools/moving-checklist/from/turkey,200,,9,True
/netherlands/moving/tools/moving-checklist/from/switzerland,200,,9,True
/netherlands/money/banking/joint-accounts,200,,9,True
/netherlands/moving/tools/moving-checklist/from/italy,200,,9,True
/netherlands/transport/tools,200,,9,True
/netherlands/culture/health-system-culture-basics,200,,9,True
/netherlands/moving/tools/moving-checklist/from/ireland,200,,9,True
/netherlands/moving/tools/hsm-salary-checker,200,,9,True
/netherlands/money/hidden-costs-netherlands,200,,9,True
/netherlands/moving/tools/moving-checklist/from/mexico,200,,9,True
/netherlands/moving/tools/moving-checklist/from/sweden,200,,9,True
/netherlands/moving/tools/moving-checklist/from/chile,200,,9,True
/netherlands/moving/tools/moving-checklist/from/argentina,200,,9,True
/netherlands/moving/tools/moving-checklist/from/australia,200,,9,True
/netherlands/moving/tools/moving-checklist/from/south-korea,200,,9,True
/netherlands/jobs/cv-netherlands,404,,8,False
/netherlands/jobs/interview-tips-netherlands,404,,8,False
/netherlands/living/regional-buses-netherlands,404,,8,False
/netherlands/integration/tools/integration-requirement-checker,200,,8,True
/netherlands/practical-life/waste-and-recycling-netherlands,200,,8,True
/netherlands/citizenship/tools,200,,8,True
/netherlands/education/before-school-care-netherlands,200,,8,True
/netherlands/leaving/tools/repatriation-cost-calculator,200,,8,True
/netherlands/jobs/minimum-wage-netherlands,200,,8,True
/netherlands/cities/utrecht,200,,7,False
/netherlands/cities/amsterdam,200,,7,False
/netherlands/cities/rotterdam,200,,7,False
/netherlands/living/metro-netherlands,404,,7,False
/netherlands/money/taxes/30-percent-ruling,308,/netherlands/taxes/30-percent-ruling,7,False
/netherlands/services/internet-providers,404,,7,False
/netherlands/services/moving-companies,404,,7,False
/netherlands/services/notaries,404,,7,False
/netherlands/services/removal-companies,404,,7,False
/netherlands/startup-visa-netherlands,200,,7,False
/netherlands/jobs/probation-period-netherlands,200,,7,True
/netherlands/money/banking/student-accounts,200,,7,True
/netherlands/housing/rental-scams-netherlands,200,,7,True
/netherlands/life/dutch-humour,200,,7,True
/netherlands/life/expat-loneliness-netherlands,200,,7,True
/netherlands/cities/eindhoven,200,,6,False
/netherlands/cities/groningen,200,,6,False
/netherlands/cities/leiden,200,,6,False
/netherlands/cities/haarlem,200,,6,False
/netherlands/highly-skilled-migrant-netherlands,200,,6,False
/netherlands/housing/renting-in-the-netherlands,200,,6,False
/netherlands/living/train-discounts-netherlands,404,,6,False
/netherlands/living/weekend-travel-netherlands,404,,6,False
/netherlands/services/energy-providers,404,,6,False
/netherlands/services/phone-providers,404,,6,False
/netherlands/moving/tools/first-90-days/from/uae,200,,6,True
/netherlands/moving/tools/first-90-days/from/switzerland,200,,6,True
/netherlands/moving/tools/first-90-days/from/turkey,200,,6,True
/netherlands/moving/tools/first-90-days/from/pakistan,200,,6,True
/netherlands/moving/tools/first-90-days/from/united-states,200,,6,True
/netherlands/moving/tools/first-90-days/from/italy,200,,6,True
/netherlands/moving/tools/first-90-days/from/brazil,200,,6,True
/netherlands/culture/family-and-school-culture,200,,6,True
/netherlands/moving/tools/first-90-days/from/chile,200,,6,True
/netherlands/moving/tools/first-90-days/from/india,200,,6,True
/netherlands/moving/tools/first-90-days/from/germany,200,,6,True
/netherlands/moving/tools/first-90-days/from/norway,200,,6,True
/netherlands/moving/tools/first-90-days/from/mexico,200,,6,True
/netherlands/moving/tools/first-90-days/from/kenya,200,,6,True
/netherlands/moving/tools/first-90-days/from/australia,200,,6,True
/netherlands/integration/tools,200,,6,True
/netherlands/moving/tools/first-90-days/from/united-kingdom,200,,6,True
/netherlands/moving/tools/first-90-days/from/argentina,200,,6,True
/netherlands/moving/tools/first-90-days/from/new-zealand,200,,6,True
/netherlands/moving/tools/first-90-days/from/japan,200,,6,True
/netherlands/moving/tools/first-90-days/from/south-korea,200,,6,True
/netherlands/moving/tools/first-90-days/from/france,200,,6,True
/netherlands/moving/tools/first-90-days/from/canada,200,,6,True
/netherlands/moving/tools/first-90-days/from/indonesia,200,,6,True
/netherlands/moving/tools/first-90-days/from/spain,200,,6,True
/netherlands/leaving/tools,200,,6,True
/netherlands/moving/tools/first-90-days/from/sweden,200,,6,True
/netherlands/moving/tools/first-90-days/from/south-africa,200,,6,True
/netherlands/money/financial-checklist-netherlands,200,,6,True
/netherlands/moving/tools/first-90-days/from/singapore,200,,6,True
/netherlands/moving/tools/first-90-days/from/ireland,200,,6,True
/netherlands/moving/tools/first-90-days/from/denmark,200,,6,True
/netherlands/cities/the-hague,200,,5,False
/netherlands/digid-netherlands,200,,5,False
/netherlands/family-reunification-netherlands,200,,5,False
/netherlands/bsn-netherlands,200,,5,False
/netherlands/jobs/networking-netherlands,404,,5,False
/netherlands/moving/tools/arrival-planner/from/turkey,200,,5,True
/netherlands/moving/tools/document-readiness/from/united-kingdom,200,,5,True
/netherlands/moving/tools/arrival-planner/from/denmark,200,,5,True
/netherlands/moving/tools/arrival-planner/from/japan,200,,5,True
/netherlands/family/pets-netherlands,200,,5,True
/netherlands/moving/tools/document-readiness/from/india,200,,5,True
/netherlands/moving/tools/arrival-planner/from/pakistan,200,,5,True
/netherlands/moving/tools/arrival-planner/from/germany,200,,5,True
/netherlands/moving/tools/arrival-planner/from/chile,200,,5,True
/netherlands/moving/tools/arrival-planner/from/ireland,200,,5,True
/netherlands/moving/tools/arrival-planner/from/kenya,200,,5,True
/netherlands/integration/tools/inburgering-exam-readiness-checker,200,,5,True
/netherlands/moving/tools/arrival-planner/from/canada,200,,5,True
/netherlands/moving/tools/arrival-planner/from/sweden,200,,5,True
/netherlands/moving/tools/arrival-planner/from/italy,200,,5,True
/netherlands/moving/tools/document-readiness/from/south-africa,200,,5,True
/netherlands/moving/tools/arrival-planner/from/norway,200,,5,True
/netherlands/moving/tools/arrival-planner/from/united-states,200,,5,True
/netherlands/citizenship/tools/permanent-residence-eligibility-calculator,200,,5,True
/netherlands/moving/tools/arrival-planner/from/south-africa,200,,5,True
/netherlands/moving/tools/arrival-planner/from/spain,200,,5,True
/netherlands/moving/tools/arrival-planner/from/mexico,200,,5,True
/netherlands/moving/tools/arrival-planner/from/argentina,200,,5,True
/netherlands/moving/tools/document-readiness/from/united-states,200,,5,True
/netherlands/moving/tools/arrival-planner/from/united-kingdom,200,,5,True
/netherlands/cities/compare,200,,5,True
/netherlands/moving-requirements-netherlands,200,,5,True
/netherlands/moving/tools/arrival-planner/from/uae,200,,5,True
/netherlands/moving/tools/arrival-planner/from/india,200,,5,True
/netherlands/moving/tools/arrival-planner/from/singapore,200,,5,True
/netherlands/moving/tools/arrival-planner/from/new-zealand,200,,5,True
/netherlands/moving/tools/arrival-planner/from/australia,200,,5,True
/netherlands/moving/tools/arrival-planner/from/brazil,200,,5,True
/netherlands/moving/tools/arrival-planner/from/indonesia,200,,5,True
/netherlands/moving/tools/arrival-planner/from/south-korea,200,,5,True
/netherlands/moving/tools/arrival-planner/from/france,200,,5,True
/netherlands/moving/tools/arrival-planner/from/switzerland,200,,5,True
/netherlands/jobs/cover-letter-netherlands,404,,4,False
/netherlands/jobs/linkedin-netherlands,404,,4,False
/netherlands/jobs/recruitment-agencies-netherlands,404,,4,False
/netherlands/jobs/remote-work-netherlands,404,,4,False
/netherlands/services/estate-agents,404,,4,False
/netherlands/services/immigration-visas,404,,4,False
/netherlands/moving/tools/document-readiness/from/new-zealand,200,,4,True
/netherlands/moving/tools/document-readiness/from/switzerland,200,,4,True
/netherlands/health/tools,200,,4,True
/netherlands/moving/tools/document-readiness/from/australia,200,,4,True
/netherlands/moving/tools/document-readiness/from/canada,200,,4,True
/netherlands/moving/tools/document-readiness/from/france,200,,4,True
/netherlands/moving/tools/document-readiness/from/norway,200,,4,True
/netherlands/moving/tools/document-readiness/from/chile,200,,4,True
/netherlands/moving/tools/document-readiness/from/brazil,200,,4,True
/netherlands/moving/tools/document-readiness/from/kenya,200,,4,True
/netherlands/moving/tools/document-readiness/from/pakistan,200,,4,True
/netherlands/moving/tools/document-readiness/from/ireland,200,,4,True
/netherlands/moving/tools/document-readiness/from/indonesia,200,,4,True
/netherlands/moving/tools/document-readiness/from/japan,200,,4,True
/netherlands/moving/tools/document-readiness/from/sweden,200,,4,True
/netherlands/culture/practice-scenarios,200,,4,True
/netherlands/moving/tools/document-readiness/from/italy,200,,4,True
/netherlands/culture/national-holidays,200,,4,True
/netherlands/moving/tools/document-readiness/from/spain,200,,4,True
/netherlands/culture/dutch-traditions,200,,4,True
/netherlands/citizenship/tools/dual-citizenship-awareness-tool,200,,4,True
/netherlands/moving/tools/document-readiness/from/turkey,200,,4,True
/netherlands/moving/tools/document-readiness/from/singapore,200,,4,True
/netherlands/moving/tools/document-readiness/from/argentina,200,,4,True
/netherlands/moving/tools/document-readiness/from/uae,200,,4,True
/netherlands/moving/tools/document-readiness/from/germany,200,,4,True
/netherlands/moving/tools/document-readiness/from/south-korea,200,,4,True
/netherlands/citizenship/tools/dutch-citizenship-timeline-calculator,200,,4,True
/netherlands/moving-to-netherlands-steps,200,,4,True
/netherlands/moving/tools/document-readiness/from/mexico,200,,4,True
/netherlands/moving/tools/document-readiness/from/denmark,200,,4,True
/netherlands/practical-life/subscriptions-and-cancellations-netherlands,200,,4,True
/netherlands/best/health-insurance-for-expats,200,,3,False
/netherlands/cities/maastricht,200,,3,False
/netherlands/eu-vs-non-eu-moving-to-the-netherlands,200,,3,False
/netherlands/cities/delft,200,,3,False
/netherlands/jobs/english-speaking-jobs-netherlands,404,,3,False
/netherlands/life/volunteering-netherlands,200,,3,False
/netherlands/living/museums-netherlands,404,,3,False
/netherlands/money/insurance,200,,3,False
/netherlands/services/daycare-providers,404,,3,False
/netherlands/services/pet-relocation-companies,404,,3,False
/netherlands/services/payroll-services,404,,3,False
/netherlands/culture/meetings-and-consensus,200,,3,True
/netherlands/utilities,200,,3,True
/netherlands/culture/dutch-language-basics,200,,3,True
/netherlands/jobs/notice-period-netherlands,200,,3,True
/netherlands/culture/dutch-directness-at-work,308,/netherlands/jobs/dutch-directness-at-work,2,False
/netherlands/cities/nijmegen,200,,2,False
/netherlands/cities/arnhem,200,,2,False
/netherlands/business,200,,2,False
/netherlands/healthcare,200,,2,False
/netherlands/living/asian-supermarkets-netherlands,404,,2,False
/netherlands/living/best-supermarkets-netherlands,404,,2,False
/netherlands/living/cheap-groceries-netherlands,404,,2,False
/netherlands/living/dutch-supermarkets,404,,2,False
/netherlands/living/food-delivery-netherlands,404,,2,False
/netherlands/life/family-life-netherlands,200,,2,False
/netherlands/living/hiking-netherlands,404,,2,False
/netherlands/living/indian-supermarkets-netherlands,404,,2,False
/netherlands/living/international-supermarkets-netherlands,404,,2,False
/netherlands/living/meal-kits-netherlands,404,,2,False
/netherlands/family/tools/partner-work-eligibility-checker,200,,2,False
/netherlands/living/tipping-netherlands,404,,2,False
/netherlands/living/restaurants-netherlands,404,,2,False
/netherlands/living/south-african-shops-netherlands,404,,2,False
/netherlands/living/turkish-supermarkets-netherlands,404,,2,False
/netherlands/mvv-netherlands,200,,2,False
/netherlands/residence-permit-netherlands,200,,2,False
/netherlands/services/compare-health-insurance,404,,2,False
/netherlands/services/documents-legal,404,,2,False
/netherlands/services/expat-tax-services,404,,2,False
/netherlands/services/insurance,404,,2,False
