url,path,http_status,inlinks,first_found_at,class,action,notes
https://www.expatcopilot.com/netherlands/living/south-african-shops-netherlands,/netherlands/living/south-african-shops-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/weekend-travel-netherlands,/netherlands/living/weekend-travel-netherlands,404,4,https://www.expatcopilot.com/netherlands/living/getting-around,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/international-supermarkets-netherlands,/netherlands/living/international-supermarkets-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/immigration-visas,/netherlands/services/immigration-visas,404,2,https://www.expatcopilot.com/netherlands/services/immigration-lawyers,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/cheap-groceries-netherlands,/netherlands/living/cheap-groceries-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/train-discounts-netherlands,/netherlands/living/train-discounts-netherlands,404,4,https://www.expatcopilot.com/netherlands/living/getting-around,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/jobs/interview-tips-netherlands,/netherlands/jobs/interview-tips-netherlands,404,5,https://www.expatcopilot.com/netherlands/jobs/dutch-directness-at-work,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/food-delivery-netherlands,/netherlands/living/food-delivery-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/jobs/starting-consultancy-netherlands,/netherlands/jobs/starting-consultancy-netherlands,404,4,https://www.expatcopilot.com/netherlands/business/starting-a-business-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/estate-agents,/netherlands/services/estate-agents,404,3,https://www.expatcopilot.com/netherlands/services/financial-advisors,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/restaurants-netherlands,/netherlands/living/restaurants-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/energy-providers,/netherlands/services/energy-providers,404,4,https://www.expatcopilot.com/netherlands/services/mobile-connectivity,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/regional-buses-netherlands,/netherlands/living/regional-buses-netherlands,404,3,https://www.expatcopilot.com/netherlands/living/getting-around,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/daycare-providers,/netherlands/services/daycare-providers,404,1,https://www.expatcopilot.com/netherlands/education/daycare-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/banking-finance,/netherlands/services/banking-finance,404,1,https://www.expatcopilot.com/netherlands/services/banks,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/jobs/linkedin-netherlands,/netherlands/jobs/linkedin-netherlands,404,2,https://www.expatcopilot.com/netherlands/jobs/finding-jobs-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/meal-kits-netherlands,/netherlands/living/meal-kits-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/tipping-netherlands,/netherlands/living/tipping-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/accountants,/netherlands/services/accountants,404,11,https://www.expatcopilot.com/netherlands/business/starting-a-business-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/jobs/remote-work-netherlands,/netherlands/jobs/remote-work-netherlands,404,3,https://www.expatcopilot.com/netherlands/jobs/finding-jobs-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/payroll-services,/netherlands/services/payroll-services,404,3,https://www.expatcopilot.com/netherlands/jobs/holiday-allowance-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/international-schools,/netherlands/services/international-schools,404,1,https://www.expatcopilot.com/netherlands/education/daycare-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/metro-netherlands,/netherlands/living/metro-netherlands,404,4,https://www.expatcopilot.com/netherlands/living/getting-around,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/hidden-gems-netherlands,/netherlands/living/hidden-gems-netherlands,404,1,https://www.expatcopilot.com/netherlands/family/family-activities-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/indian-supermarkets-netherlands,/netherlands/living/indian-supermarkets-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/moving-companies,/netherlands/services/moving-companies,404,6,https://www.expatcopilot.com/netherlands/services/housing-platforms,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/bike-sharing-netherlands,/netherlands/living/bike-sharing-netherlands,404,5,https://www.expatcopilot.com/netherlands/living/getting-around,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,Also broken-redirect slash→404 from getting-around; filter LivingClusterLinkGrid + body (HEAD) + redeploy
https://www.expatcopilot.com/netherlands/living/hiking-netherlands,/netherlands/living/hiking-netherlands,404,1,https://www.expatcopilot.com/netherlands/life/making-dutch-friends,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/weekend-trips-netherlands,/netherlands/living/weekend-trips-netherlands,404,1,https://www.expatcopilot.com/netherlands/family/family-activities-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/removal-companies,/netherlands/services/removal-companies,404,6,https://www.expatcopilot.com/netherlands/services/housing-platforms,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/turkish-supermarkets-netherlands,/netherlands/living/turkish-supermarkets-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/dutch-supermarkets,/netherlands/living/dutch-supermarkets,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/business-consultants,/netherlands/services/business-consultants,404,6,https://www.expatcopilot.com/netherlands/business/starting-a-business-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/recruitment-agencies,/netherlands/services/recruitment-agencies,404,14,https://www.expatcopilot.com/netherlands/jobs/employee-benefits-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/trams-netherlands,/netherlands/living/trams-netherlands,404,4,https://www.expatcopilot.com/netherlands/living/getting-around,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/cycling-netherlands,/netherlands/living/cycling-netherlands,404,4,https://www.expatcopilot.com/netherlands/living/getting-around,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,Also broken-redirect slash→404 from getting-around; filter LivingClusterLinkGrid + body (HEAD) + redeploy
https://www.expatcopilot.com/netherlands/living/museums-netherlands,/netherlands/living/museums-netherlands,404,1,https://www.expatcopilot.com/netherlands/family/family-activities-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/jobs/cv-netherlands,/netherlands/jobs/cv-netherlands,404,5,https://www.expatcopilot.com/netherlands/jobs/dutch-directness-at-work,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/notaries,/netherlands/services/notaries,404,3,https://www.expatcopilot.com/netherlands/services/financial-advisors,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/living/asian-supermarkets-netherlands,/netherlands/living/asian-supermarkets-netherlands,404,1,https://www.expatcopilot.com/netherlands/living/shopping-groceries,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/real-estate-agents,/netherlands/services/real-estate-agents,404,1,https://www.expatcopilot.com/netherlands/housing/mortgages-netherlands-expats,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/internet-providers,/netherlands/services/internet-providers,404,4,https://www.expatcopilot.com/netherlands/services/mobile-connectivity,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/services/documents-legal,/netherlands/services/documents-legal,404,2,https://www.expatcopilot.com/netherlands/services/immigration-lawyers,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
https://www.expatcopilot.com/netherlands/jobs/networking-netherlands,/netherlands/jobs/networking-netherlands,404,2,https://www.expatcopilot.com/netherlands/jobs/finding-jobs-netherlands,STAGED_PAGE_LINK,REMOVE_OR_FILTER_INTERNAL_HREF_UNTIL_LAUNCH,scheduledGuides future publishDate; do not create thin page
